Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Distance_covered,Time_taken (min)
39.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,3,9,55,9,50,3.145067434621583,20
38.0,4.9,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,2022,2,16,23,20,23,10,13.392785187379928,28
32.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,17,10,15,19,35,2.937202765995465,26
29.0,4.5,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,2022,3,4,17,50,17,40,10.724517748046024,40
27.0,4.8,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,2,22,45,22,30,16.818368923732613,26
31.0,4.4,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,3,10,35,10,30,1.5367917694809952,26
37.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,11,19,30,19,20,7.790109178658858,42
28.0,4.9,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,2022,4,1,23,15,19,35,7.450185408246092,18
38.0,4.7,Fog,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,21,23,55,23,45,9.348128423503155,19
33.0,4.9,Stormy,Low,1,motorcycle,1.0,No,Urban,2022,3,4,22,30,22,25,17.29786575291325,15
38.0,4.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,9,9,40,9,35,3.040666798077057,27
34.0,5.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,6,19,35,22,50,20.205786629218007,25
21.0,4.6,Windy,Jam,1,scooter,,No,Metropolitian,2022,3,6,21,50,21,40,16.83046129455743,22
33.0,4.5,Stormy,Low,1,scooter,0.0,No,Metropolitian,2022,3,18,19,35,22,50,16.72211869180285,23
28.0,4.6,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,18,17,40,17,30,10.594091922122963,13
25.0,4.5,Fog,Low,1,scooter,0.0,No,Urban,2022,3,24,11,5,10,55,1.5545771256173964,11
33.0,4.9,Fog,Jam,1,scooter,0.0,No,Metropolitian,2022,3,1,20,25,20,20,7.601385733164932,26
34.0,4.5,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,20,19,55,19,50,16.63579806090435,44
30.0,4.8,Sunny,Low,1,motorcycle,1.0,No,Urban,2022,2,14,22,45,22,40,17.164609401577533,28
36.0,5.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,2022,3,13,19,35,23,55,7.7626058902454,19
30.0,4.5,Fog,Medium,2,scooter,0.0,No,Urban,2022,3,26,16,30,16,20,6.049834150687609,19
26.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,29,17,25,17,15,20.176811965426136,24
22.0,4.8,Sunny,Jam,2,scooter,0.0,No,Metropolitian,2022,3,18,21,30,21,20,12.09893438000095,23
20.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,3,10,45,10,40,3.1162485097900614,16
20.0,5.0,Fog,Low,1,scooter,1.0,No,Urban,2022,3,4,19,35,23,50,13.972036025783174,24
23.0,4.6,Fog,High,0,motorcycle,1.0,No,Metropolitian,2022,4,3,11,30,11,15,3.073543363663747,23
31.0,4.9,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,8,23,25,23,15,13.612154686696366,17
22.0,4.6,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,21,10,20,10,15,3.024996343510784,19
22.0,4.8,Fog,High,1,motorcycle,0.0,No,Metropolitian,2022,3,28,11,15,11,10,1.5369113551350593,22
35.0,4.5,Sunny,Medium,2,scooter,0.0,No,Urban,2022,4,2,18,30,18,15,13.612594236925654,27
24.0,4.6,Windy,Medium,2,scooter,1.0,No,Urban,2022,3,18,19,35,17,45,16.851875921653388,20
26.0,4.7,Windy,High,2,motorcycle,0.0,,Metropolitian,2022,4,5,13,50,13,35,5.9592931098219735,11
23.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,3,10,50,10,35,1.509460397835505,15
34.0,4.8,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,21,20,30,20,25,7.6470478692714,22
31.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,20,17,45,17,40,12.25768788680288,39
23.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,27,19,35,18,45,17.29786575291325,27
26.0,4.7,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,29,23,55,23,45,13.68092007746041,23
38.0,4.3,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,2022,3,6,23,55,23,40,12.234822044206023,44
33.0,4.7,Fog,Medium,2,electric_scooter,1.0,No,Urban,2022,3,9,18,25,18,10,7.76260023979039,15
29.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Urban,2022,3,21,8,35,8,20,1.5545816630911855,18
27.0,4.9,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,11,20,40,20,35,7.762500242365753,28
38.0,4.4,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,13,9,55,9,45,3.088342782183871,20
29.0,4.8,Stormy,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,30,10,25,10,10,1.5527001583674398,11
29.0,4.8,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,3,21,16,5,15,50,6.049919555217586,29
38.0,3.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,2022,3,4,20,30,20,15,19.976712110350487,43
34.0,4.7,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,5,19,45,19,30,7.761160094160204,37
20.0,4.6,Sunny,Jam,2,scooter,1.0,No,Urban,2022,3,2,21,45,21,40,19.9172484157288,23
36.0,4.1,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,5,20,20,20,15,7.762596264580148,39
33.0,4.5,Sunny,Medium,2,scooter,1.0,No,Metropolitian,2022,3,14,17,45,17,40,16.659890497111146,26
25.0,4.9,Cloudy,Medium,2,electric_scooter,0.0,No,Urban,2022,2,13,17,35,17,25,9.061282952128346,19
30.0,4.7,Fog,Medium,1,scooter,1.0,No,Urban,2022,3,11,16,35,16,20,6.037118440222451,18
23.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,2022,4,3,8,50,8,40,3.0251186390184004,17
21.0,4.8,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,4,6,17,25,17,10,20.206901465513607,22
21.0,4.8,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,23,20,5,19,35,17.098804215242584,24
33.0,4.3,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,2,21,55,21,40,20.206808074128567,45
27.0,4.8,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,2022,4,1,18,35,18,30,7.862668167410368,29
,,Sandstorms,Low,1,motorcycle,1.0,No,Urban,2022,2,13,9,55,19,35,1.4922292227422251,26
36.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,9,20,5,19,50,7.790489304769405,33
39.0,5.0,Stormy,Medium,1,scooter,1.0,No,Urban,2022,3,13,19,35,16,45,6.080882967594327,26
20.0,4.5,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,29,22,15,19,35,12.11655916281721,27
39.0,4.0,Cloudy,Jam,2,scooter,1.0,No,Urban,2022,2,12,21,35,21,20,16.413159711098032,46
26.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,12,19,35,21,45,20.50719837503585,26
38.0,4.6,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,7,23,5,22,50,7.762461854550194,24
31.0,5.0,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,29,18,45,18,40,19.916194656540203,43
39.0,4.6,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,2,12,21,20,21,15,16.47695255795527,48
27.0,5.0,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,2022,4,3,8,45,8,35,1.4898424937942714,20
20.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,,2022,3,15,20,25,20,15,9.348109676504626,10
36.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,1,23,10,22,55,4.560926278066122,26
39.0,4.9,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,1,15,30,15,25,6.209735433842075,16
36.0,4.9,Fog,Jam,1,scooter,2.0,No,Metropolitian,2022,3,23,19,45,19,30,17.0767871164594,43
26.0,4.7,Sandstorms,High,2,electric_scooter,1.0,No,Metropolitian,2022,3,24,14,10,13,55,6.209449516823057,28
29.0,4.7,Cloudy,Jam,0,motorcycle,0.0,No,Urban,2022,3,3,19,45,19,30,8.937806252924872,29
25.0,5.0,Cloudy,Jam,0,motorcycle,3.0,No,Metropolitian,2022,3,23,19,30,19,20,12.58026782240096,45
34.0,3.9,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,2022,3,2,22,20,22,10,12.41960204102968,33
38.0,4.8,Stormy,Medium,1,scooter,0.0,No,Metropolitian,2022,2,11,15,45,15,30,5.992403045233207,27
34.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,30,23,30,23,25,9.32682954252047,28
21.0,4.7,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,4,4,18,35,18,20,17.07362495419754,23
36.0,4.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,2022,3,5,19,35,19,55,7.545632353879069,26
21.0,4.7,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,2022,4,6,21,30,21,25,13.611544388190577,18
25.0,4.8,Stormy,Jam,1,motorcycle,1.0,No,Urban,2022,3,30,19,35,19,25,4.596666925181527,19
39.0,4.4,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,2022,3,8,20,55,20,45,20.182728669258125,33
25.0,4.1,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,18,18,40,18,35,16.90205180024393,33
37.0,4.9,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,26,8,45,8,30,3.0251186390184004,27
24.0,4.9,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,2022,3,28,19,35,8,50,3.029527086813746,16
33.0,4.2,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,3,30,11,55,11,45,3.104691169539904,39
39.0,4.9,Windy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,1,14,35,14,25,6.122094799492641,38
38.0,4.3,Fog,Jam,2,electric_scooter,1.0,Yes,Metropolitian,2022,3,6,22,10,21,55,10.757536302641864,39
27.0,4.5,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,14,23,10,22,55,13.589850479505698,23
33.0,4.2,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,4,6,19,30,19,25,16.65990378949706,35
30.0,4.7,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,2,11,19,35,17,50,4.476825727149395,16
28.0,4.5,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,6,22,20,22,10,17.29786575291325,23
34.0,4.6,Windy,Medium,1,scooter,1.0,No,Metropolitian,2022,4,3,17,35,17,25,4.560734055769101,25
29.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,2022,3,9,20,20,20,10,7.573225613488764,15
20.0,4.7,Stormy,Medium,2,electric_scooter,1.0,No,Urban,2022,3,21,16,45,16,30,6.210605364096597,26
33.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,3,9,5,8,55,2.980289542200211,29
29.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,19,10,15,19,35,3.0734537599377685,17
22.0,4.6,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,2022,3,31,22,35,22,25,12.11655916281721,11
27.0,4.1,Fog,Jam,2,scooter,0.0,No,Urban,2022,2,16,19,35,20,45,19.08680741329132,40
27.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,9,20,50,20,40,9.31488473286169,33
23.0,4.6,Windy,Jam,2,scooter,1.0,No,Urban,2022,4,3,21,15,21,10,4.587980157997101,28
29.0,4.6,Stormy,Low,1,scooter,0.0,No,Metropolitian,2022,3,23,22,30,22,20,19.66599261171412,15
20.0,4.7,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,23,19,30,19,25,16.59765942033505,29
36.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,2,20,50,20,40,12.098761963862447,40
24.0,4.1,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,6,19,55,19,40,16.635629218678122,31
27.0,4.9,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,8,23,30,23,20,20.44292976252901,21
29.0,4.6,Sunny,Jam,1,scooter,0.0,No,Urban,2022,3,24,20,5,19,55,4.5969260911847485,13
31.0,4.7,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,11,8,15,8,10,3.064002956584147,15
34.0,4.7,Sandstorms,High,2,scooter,,No,Metropolitian,2022,3,15,12,35,12,25,6.03744523636816,33
38.0,4.2,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,5,21,40,21,30,9.074684164326316,32
20.0,4.6,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,31,19,20,19,15,13.760880474936114,19
39.0,4.3,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,26,19,50,19,40,9.12151922589512,32
39.0,5.0,Cloudy,Jam,0,motorcycle,3.0,No,Semi-Urban,2022,3,16,22,5,21,55,19.362825446415226,53
29.0,4.8,Stormy,Jam,2,scooter,0.0,No,Urban,2022,3,23,19,50,19,45,12.25701219409813,25
30.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Urban,2022,3,30,11,5,19,35,3.116148933802629,23
38.0,4.9,Fog,Medium,1,scooter,0.0,No,Metropolitian,2022,4,3,17,40,17,35,7.683355299930933,19
30.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,25,22,30,22,25,19.688553005364493,37
33.0,4.3,Cloudy,Jam,2,motorcycle,2.0,No,Metropolitian,2022,4,4,21,5,20,55,19.61865601365972,45
20.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,18,22,55,22,40,19.08879397718296,24
31.0,5.0,Fog,Low,2,electric_scooter,1.0,No,Urban,2022,2,13,23,50,23,45,8.790235466323805,19
32.0,4.6,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,2022,2,15,19,35,15,55,6.242151513820399,31
37.0,4.7,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,7,15,40,15,30,6.037557938329101,30
25.0,4.7,Stormy,Jam,2,scooter,1.0,No,Urban,2022,3,10,21,5,19,35,20.182482607604516,23
29.0,4.4,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,13,23,35,23,25,4.395289295392975,19
28.0,4.5,Windy,Jam,1,scooter,1.0,No,Urban,2022,3,12,20,55,20,45,14.15280068944862,28
26.0,4.6,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,3,30,18,45,18,40,9.435201537430713,12
33.0,4.4,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,2,18,17,40,17,25,16.412511700609688,33
24.0,4.6,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,2022,2,16,20,40,20,30,3465.196929044363,21
26.0,4.4,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,20,19,15,19,35,20.18263448829367,39
20.0,4.7,Windy,Low,1,scooter,1.0,No,Urban,2022,3,25,23,45,23,40,13.40647565433019,15
25.0,4.9,Stormy,Low,2,motorcycle,1.0,,Metropolitian,2022,3,12,22,50,22,35,19.760743726313585,10
22.0,4.1,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,4,2,20,25,20,20,19.91059239709516,34
39.0,4.8,Sandstorms,Low,1,scooter,0.0,No,Urban,2022,2,13,11,10,19,35,1.4981425885986377,25
,,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,4,6,19,15,19,35,16466.194147173686,23
34.0,4.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,16,18,15,19,35,20.253584375809144,42
29.0,4.6,Sunny,Low,0,motorcycle,0.0,No,Urban,2022,3,17,8,25,8,15,1.5367515001848095,10
23.0,4.7,Sandstorms,Medium,2,electric_scooter,0.0,No,Metropolitian,2022,3,24,18,55,18,50,7.772809995408273,23
23.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,3,21,45,21,30,7.862668167410368,17
30.0,4.7,Sunny,Low,1,motorcycle,0.0,No,Urban,2022,3,17,9,15,9,10,3.116253656338934,11
31.0,4.1,Sandstorms,Jam,0,motorcycle,1.0,Yes,Urban,2022,3,23,21,25,21,15,20.8534264919692,51
20.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,4,4,19,50,19,45,20.85227883430363,26
38.0,4.7,Windy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,23,21,55,21,40,19.916194656540203,25
35.0,4.6,Sunny,Medium,1,motorcycle,1.0,No,Urban,2022,3,10,17,45,17,40,13.972751063504557,18
25.0,4.7,Sandstorms,Low,2,motorcycle,0.0,No,Urban,2022,3,17,9,20,9,15,3.0640094555094217,16
21.0,4.3,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,25,19,35,21,50,19.975808791439345,44
24.0,5.0,Stormy,Medium,2,scooter,0.0,No,Urban,2022,3,15,18,35,18,20,7.862668167410368,25
39.0,4.9,Fog,Low,2,motorcycle,1.0,No,Metropolitian,2022,4,3,10,30,10,25,2.979763497462109,19
37.0,5.0,Stormy,High,1,motorcycle,1.0,No,Metropolitian,2022,4,5,12,45,12,35,6.1186308844114,29
33.0,4.7,Fog,Jam,0,motorcycle,3.0,Yes,Metropolitian,2022,2,18,21,45,21,30,16.413159711098032,53
23.0,4.9,Sunny,High,2,scooter,0.0,No,Metropolitian,2022,3,17,13,30,13,15,6.232341754608859,18
29.0,4.2,Cloudy,Jam,2,scooter,3.0,No,Metropolitian,2022,3,12,19,55,19,40,16.384366809227615,44
24.0,5.0,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,25,17,25,17,20,19.362825446415226,18
20.0,4.7,Stormy,Low,2,motorcycle,0.0,No,,2022,3,15,10,5,9,50,1.5580865162468949,10
24.0,4.8,Sunny,Jam,2,motorcycle,1.0,No,Urban,2022,3,13,22,5,21,55,7.772430463816821,13
37.0,4.8,Windy,Jam,2,scooter,1.0,No,Urban,2022,3,29,19,35,19,55,13.615833459011268,30
39.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,2022,3,29,23,55,23,45,13.77113289483828,26
37.0,4.8,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,2022,3,2,23,45,23,40,16.38508523506451,25
22.0,4.9,Stormy,High,2,scooter,1.0,No,Urban,2022,3,13,11,55,11,45,3.0644871057616703,16
36.0,4.5,Fog,Jam,2,scooter,1.0,No,Urban,2022,3,15,21,40,21,35,7.772523200443429,27
,,,,3,scooter,1.0,No,Metropolitian,2022,3,20,22,50,19,35,17.07302628964209,25
26.0,4.2,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,27,20,10,19,55,13.681416111912892,31
36.0,4.5,Stormy,Low,0,motorcycle,1.0,No,Urban,2022,3,9,22,45,22,40,8.936297424957562,30
32.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Urban,2022,3,29,17,30,17,25,13.61117180523985,35
20.0,4.8,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,13,19,35,18,55,7.762480218802449,13
,,Stormy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,7,14,40,19,35,5064.093237783919,34
29.0,4.5,Sunny,Jam,2,electric_scooter,0.0,No,Urban,2022,3,18,19,50,19,40,10.88036428627722,13
37.0,4.5,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,5,8,30,8,25,1.5544658156545266,29
31.0,4.6,Sunny,High,2,scooter,1.0,No,,2022,3,28,12,30,12,15,6.232341754608859,21
35.0,4.6,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,8,22,55,22,45,10.5652785705811,28
39.0,4.7,Stormy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,18,21,30,21,25,12.099354574706966,26
28.0,5.0,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,2022,3,8,22,5,21,50,13.7884543583669,44
29.0,4.8,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,18,20,50,20,35,12.209907712718548,38
25.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,2022,2,14,18,40,18,25,11.00773476374462,26
30.0,4.1,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,12,20,5,19,50,19.617929437389435,38
33.0,4.5,Sunny,Jam,2,scooter,1.0,No,Metropolitian,2022,3,4,21,25,21,15,13.611566722125083,25
20.0,4.5,Fog,Medium,2,motorcycle,0.0,No,Urban,2022,3,30,18,55,18,40,4.561112369847916,14
33.0,4.7,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,18,21,20,21,10,13.969878141806625,30
24.0,4.7,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,18,22,35,22,20,19.362530001074912,28
38.0,4.6,Cloudy,Low,2,electric_scooter,1.0,No,Urban,2022,3,5,23,25,23,10,4.538407907862871,16
,,,,3,motorcycle,1.0,No,Metropolitian,2022,4,5,22,40,19,35,9.074486316335918,18
37.0,4.4,Windy,Medium,0,motorcycle,0.0,No,Urban,2022,3,4,19,35,17,50,10.880935113345313,35
20.0,4.7,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,2,17,21,5,20,50,7.862668167410368,24
28.0,4.7,Stormy,Jam,1,motorcycle,0.0,No,Urban,2022,4,1,21,45,21,40,4.590771505102241,24
32.0,4.6,Sandstorms,Medium,1,scooter,1.0,No,Urban,2022,3,4,18,5,19,35,12.58026782240096,24
28.0,4.8,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,3,19,45,19,30,7.450185408246092,17
39.0,4.9,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,2022,3,17,17,25,17,15,9.17860595704086,26
22.0,4.7,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,6,19,50,19,45,10.602467987619509,18
32.0,4.8,Windy,Low,0,motorcycle,1.0,No,Urban,2022,3,8,19,35,22,55,16.388478196037884,28
33.0,4.7,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,4,3,21,20,21,15,7.684168603439756,25
34.0,4.6,Fog,High,2,electric_scooter,1.0,No,Metropolitian,2022,2,13,11,45,11,30,1.5606716526489484,38
28.0,4.5,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,1,20,50,20,40,9.074684164326316,27
21.0,4.8,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,29,22,45,22,35,10.641103649666686,19
,,Stormy,Low,2,scooter,1.0,No,Urban,2022,2,15,19,35,19,35,7.566735256301014,19
23.0,4.3,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,2022,2,12,20,55,20,40,10.445284895915863,37
34.0,4.7,Stormy,High,2,scooter,1.0,No,Metropolitian,2022,3,3,13,25,13,10,6.081139317039376,25
35.0,4.6,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,26,19,45,19,35,9.12108977493757,25
29.0,4.9,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,2022,2,14,20,15,19,35,10.594458830147769,30
29.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,2022,2,12,19,35,19,45,11.00773476374462,30
33.0,3.5,Sandstorms,Jam,1,motorcycle,2.0,No,Metropolitian,2022,2,12,20,5,19,50,10.48587006741086,35
37.0,4.4,Windy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,31,19,20,19,10,12.255817809722812,36
24.0,4.5,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,2022,3,17,19,35,19,45,7.448557979574079,24
27.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Urban,2022,3,31,20,55,20,50,20.253748386838097,21
28.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,25,18,55,18,50,12.420750050313671,18
21.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,4,5,18,10,17,55,9.075423573606574,27
36.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,1,19,35,19,35,7.761498257466441,28
27.0,4.8,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,14,23,50,23,45,16.384351156454095,21
28.0,4.2,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,2022,4,6,17,20,17,15,12.1610162189127,39
24.0,4.5,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,2022,4,2,18,35,18,20,20.20634489518928,17
27.0,4.7,Stormy,High,2,motorcycle,0.0,No,Metropolitian,2022,3,28,13,50,13,45,6.232179267966144,22
22.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,26,21,50,21,35,9.326940869812145,19
34.0,5.0,Sunny,Jam,1,scooter,,No,Urban,2022,4,5,20,40,20,25,4.656788095044164,21
37.0,4.7,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,3,21,30,21,25,4.469203457950985,33
22.0,4.8,Stormy,Jam,2,scooter,1.0,No,,2022,3,14,21,10,20,55,16.659979129063025,22
34.0,4.7,Sunny,Low,1,scooter,1.0,No,Urban,2022,2,11,22,45,22,30,4.530125284019303,10
33.0,4.7,Windy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,26,16,5,19,35,6.0811084845161325,26
34.0,4.3,Stormy,Jam,0,motorcycle,0.0,No,Urban,2022,3,10,22,5,21,50,12.418480328292787,49
20.0,3.5,Sunny,Low,2,scooter,0.0,No,Metropolitian,2022,3,27,23,15,23,10,11.923472540743209,32
27.0,3.5,Sunny,Low,2,scooter,1.0,No,Metropolitian,2022,3,14,23,5,22,55,19.68777669417997,38
27.0,4.9,Sandstorms,Medium,1,motorcycle,0.0,No,Urban,2022,2,18,17,20,17,10,20.28687664533693,25
29.0,4.8,Sunny,Low,1,motorcycle,0.0,No,Urban,2022,3,15,10,25,10,20,1.5580994617898951,16
35.0,4.9,Windy,Low,2,motorcycle,1.0,No,Metropolitian,2022,4,2,23,10,19,35,13.631343698142908,20
38.0,3.8,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,2022,3,29,21,30,21,15,19.97292994794248,40
38.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,28,8,55,8,45,1.5125847685793798,21
26.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Urban,2022,2,13,10,50,10,40,1.4922779167659712,18
29.0,4.8,Windy,Low,1,scooter,1.0,No,Urban,2022,3,12,19,35,23,55,16.384574278446483,12
30.0,4.0,Cloudy,Medium,2,electric_scooter,0.0,No,Metropolitian,2022,3,20,17,55,17,40,10.709308833621588,34
30.0,4.6,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,24,19,45,19,40,7.5735286916855555,15
